payment_id,payment_move_id,invoice_move_id,invoice_number_ref,amount,create_date,last_updated
144100,918111,918108,S-INV/2025/19194,86.09,2025-04-16 21:09:01,2025-04-16 21:09:01
144097,918087,918080,S-INV/2025/19191,4.95,2025-04-16 21:09:00,2025-04-16 21:09:00
144092,918050,918049,S-INV/2025/19186,87.37,2025-04-16 21:01:05,2025-04-16 21:01:05
144091,918046,918045,INV/2025/01573,493.75,2025-04-16 20:59:33,2025-04-16 20:59:33
144086,918009,918008,S-INV/2025/19182,38.4,2025-04-16 20:57:58,2025-04-16 20:57:58
144069,917947,917946,S-INV/2025/19173,82.66,2025-04-16 20:57:16,2025-04-16 20:57:16
144067,917942,917939,S-INV/2025/19171,71.04,2025-04-16 20:57:02,2025-04-16 20:57:02
144066,917938,917936,S-INV/2025/19170,103.2,2025-04-16 20:57:14,2025-04-16 20:57:14
144060,917910,917908,S-INV/2025/19166,62.99,2025-04-16 20:57:01,2025-04-16 20:57:01
144059,917907,917906,S-INV/2025/19165,40.8,2025-04-16 20:57:05,2025-04-16 20:57:05
144052,917884,917882,S-INV/2025/19159,66.92,2025-04-16 20:56:56,2025-04-16 20:56:56
144051,917881,917879,S-INV/2025/19158,80.58,2025-04-16 20:56:54,2025-04-16 20:56:54
144046,917860,None,S-INV/2025/19155,0.0,2025-04-16 20:56:45,2025-04-16 20:56:45
144039,917823,917820,S-INV/2025/19148,82.66,2025-04-16 20:56:41,2025-04-16 20:56:41
144038,917816,917815,S-INV/2025/19147,6.4,2025-04-16 20:56:40,2025-04-16 20:56:40
143970,917592,917591,S-INV/2025/19085,39.73,2025-04-16 20:47:55,2025-04-16 20:47:55
143969,917588,917587,S-INV/2025/19084,63.98,2025-04-16 20:47:54,2025-04-16 20:47:54
143961,917552,917551,S-INV/2025/19078,126.77,2025-04-16 20:47:42,2025-04-16 20:47:42
143959,917542,917541,S-INV/2025/19076,128.0,2025-04-16 20:47:39,2025-04-16 20:47:39
143958,917536,917535,INV/2025/01572,321.0,2025-04-16 20:46:05,2025-04-16 20:46:05
143957,917516,835124,"INV/2025/00986 - T&C Surf, Bill To - 120984347473",783.62,2025-04-16 20:40:35,2025-04-16 20:40:35
143956,917043,917042,INV/2025/01548,2651.0,2025-04-16 18:06:54,2025-04-16 18:06:54
143955,917017,917014,INV/2025/01547,828.5,2025-04-16 17:50:33,2025-04-16 17:50:33
143954,917002,916981,INV/2025/01545,1487.94,2025-04-16 17:31:59,2025-04-16 17:31:59
143953,917001,917000,INV/2025/01546,1604.05,2025-04-16 17:23:35,2025-04-16 17:23:35
143952,916982,None,INV/2025/01545,1504.94,2025-04-16 17:19:50,2025-04-16 17:31:33
143951,916963,916962,INV/2025/01544,269.5,2025-04-16 17:10:30,2025-04-16 17:10:30
143917,916786,904548,INV/2025/01455,728.96,2025-04-16 16:51:30,2025-04-16 16:51:30
143911,916764,904519,INV/2025/01452,2652.52,2025-04-16 16:50:37,2025-04-16 16:50:37
143828,916406,916405,INV/2025/01541,3158.26,2025-04-16 16:34:47,2025-04-16 16:34:47
143827,916404,916403,INV/2025/01540,3311.46,2025-04-16 16:30:30,2025-04-16 16:30:30
143826,916305,916304,INV/2025/01539,1425.15,2025-04-16 15:57:59,2025-04-16 15:57:59
143825,916285,916283,INV/2025/01538,1506.1,2025-04-16 15:51:23,2025-04-16 15:51:23
143635,915366,913956,INV/2025/01533,127.14,2025-04-16 15:11:38,2025-04-16 15:11:38
143636,915367,913949,INV/2025/01532,847.78,2025-04-16 15:11:38,2025-04-16 15:11:38
143637,915368,913932,INV/2025/01531,1331.38,2025-04-16 15:11:38,2025-04-16 15:11:38
143638,915369,913900,INV/2025/01530,125.15,2025-04-16 15:11:38,2025-04-16 15:11:38
143639,915370,913895,INV/2025/01529,241.09,2025-04-16 15:11:38,2025-04-16 15:11:38
143640,915371,913884,INV/2025/01528,261.56,2025-04-16 15:11:38,2025-04-16 15:11:38
143641,915372,913867,INV/2025/01527,62.44,2025-04-16 15:11:38,2025-04-16 15:11:38
143642,915373,913838,INV/2025/01525,106.65,2025-04-16 15:11:38,2025-04-16 15:11:38
143643,915374,913831,INV/2025/01524,137.42,2025-04-16 15:11:38,2025-04-16 15:11:38
143644,915375,913673,INV/2025/01520,1106.97,2025-04-16 15:11:38,2025-04-16 15:11:38
143645,915376,913368,INV/2025/01516,450.62,2025-04-16 15:11:38,2025-04-16 15:11:38
143646,915377,913115,INV/2025/01515,535.98,2025-04-16 15:11:38,2025-04-16 15:11:38
143647,915378,911900,INV/2025/01514,1515.03,2025-04-16 15:11:38,2025-04-16 15:11:38
143648,915379,910479,INV/2025/01513,692.38,2025-04-16 15:11:38,2025-04-16 15:11:38
143649,915380,910462,INV/2025/01512,97.07,2025-04-16 15:11:38,2025-04-16 15:11:38
143650,915381,910457,INV/2025/01511,423.15,2025-04-16 15:11:38,2025-04-16 15:11:38
143651,915382,910449,INV/2025/01510,220.15,2025-04-16 15:11:38,2025-04-16 15:11:38
143652,915383,910438,INV/2025/01508,300.0,2025-04-16 15:11:38,2025-04-16 15:11:38
143653,915384,910418,INV/2025/01506,224.78,2025-04-16 15:11:38,2025-04-16 15:11:38
143654,915385,910411,INV/2025/01505,1338.07,2025-04-16 15:11:38,2025-04-16 15:11:38
143655,915386,910367,INV/2025/01504,349.39,2025-04-16 15:11:38,2025-04-16 15:11:38
143518,914996,914995,S-INV/2025/18746,193.02,2025-04-16 14:58:07,2025-04-16 14:58:07
143517,914994,914993,S-INV/2025/18745,162.72,2025-04-16 14:58:06,2025-04-16 14:58:06
143513,914985,914975,S-INV/2025/18741,264.94,2025-04-16 14:58:02,2025-04-16 14:58:02
143512,914974,914973,S-INV/2025/18740,76.13,2025-04-16 14:58:04,2025-04-16 14:58:04
144253,918685,918684,S-INV/2025/19316,44.55,2025-04-16 21:32:04,2025-04-16 21:32:04
144252,918682,918681,S-INV/2025/19315,48.54,2025-04-16 21:32:02,2025-04-16 21:32:02
144249,918673,918672,S-INV/2025/19312,25.64,2025-04-16 21:30:31,2025-04-16 21:30:31
144247,918663,918662,S-INV/2025/19311,49.99,2025-04-16 21:29:46,2025-04-16 21:29:46
144244,918654,918652,S-INV/2025/19310,41.79,2025-04-16 21:29:45,2025-04-16 21:29:45
144238,918639,918638,S-INV/2025/19308,43.79,2025-04-16 21:27:44,2025-04-16 21:27:44
144235,918633,918630,S-INV/2025/19306,54.4,2025-04-16 21:27:39,2025-04-16 21:27:39
144233,918627,918626,S-INV/2025/19305,29.76,2025-04-16 21:27:45,2025-04-16 21:27:45
144232,918624,918622,S-INV/2025/19304,79.99,2025-04-16 21:27:41,2025-04-17 07:33:58
144231,918615,918613,S-INV/2025/19303,50.29,2025-04-16 21:27:39,2025-04-16 21:27:39
144229,918607,918606,S-INV/2025/19301,49.63,2025-04-16 21:27:08,2025-04-17 07:35:50
144228,918605,918604,S-INV/2025/19300,4.95,2025-04-16 21:27:10,2025-04-16 21:27:10
144227,918603,918602,S-INV/2025/19299,40.32,2025-04-16 21:27:12,2025-04-16 21:27:12
144225,918599,918598,S-INV/2025/19297,50.44,2025-04-16 21:27:15,2025-04-16 21:27:15
144223,918595,918594,S-INV/2025/19295,44.93,2025-04-16 21:27:13,2025-04-16 21:27:13
144220,918586,918585,S-INV/2025/19293,25.11,2025-04-16 21:27:05,2025-04-16 21:27:05
144218,918580,918578,S-INV/2025/19291,46.39,2025-04-16 21:26:58,2025-04-16 21:26:58
144217,918576,918575,S-INV/2025/19290,36.39,2025-04-16 21:26:57,2025-04-16 21:26:57
144216,918574,918572,S-INV/2025/19289,46.39,2025-04-16 21:26:31,2025-04-16 21:26:31
144214,918568,918567,S-INV/2025/19288,41.08,2025-04-16 21:27:06,2025-04-16 21:27:06
144213,918566,918564,S-INV/2025/19287,18.73,2025-04-16 21:26:46,2025-04-17 07:36:49
144212,918563,918561,S-INV/2025/19286,86.19,2025-04-16 21:27:00,2025-04-16 21:27:00
144210,918557,918555,S-INV/2025/19284,49.36,2025-04-16 21:27:01,2025-04-16 21:27:01
144209,918554,918552,S-INV/2025/19283,36.39,2025-04-16 21:27:01,2025-04-16 21:27:01
144206,918542,918539,S-INV/2025/19280,53.63,2025-04-16 21:26:56,2025-04-16 21:26:56
144200,918523,918521,S-INV/2025/19276,50.49,2025-04-16 21:26:39,2025-04-16 21:26:39
144199,918520,918518,S-INV/2025/19275,28.62,2025-04-16 21:26:43,2025-04-16 21:26:43
144198,918517,918515,S-INV/2025/19274,4.95,2025-04-16 21:26:47,2025-04-16 21:26:47
144196,918511,918509,S-INV/2025/19272,28.62,2025-04-16 21:26:45,2025-04-16 21:26:45
144195,918508,918506,S-INV/2025/19271,48.83,2025-04-16 21:26:41,2025-04-16 21:26:41
144194,918505,918503,S-INV/2025/19270,49.63,2025-04-16 21:26:40,2025-04-16 21:26:40
144193,918502,918500,S-INV/2025/19269,31.84,2025-04-16 21:26:42,2025-04-16 21:26:42
144192,918499,918497,S-INV/2025/19268,64.0,2025-04-16 21:26:28,2025-04-16 21:26:28
144188,918487,918485,S-INV/2025/19264,38.4,2025-04-16 21:26:27,2025-04-16 21:26:27
144187,918484,918482,S-INV/2025/19263,40.31,2025-04-16 21:26:29,2025-04-18 07:53:27
144186,918481,918479,S-INV/2025/19262,46.39,2025-04-16 21:26:36,2025-04-16 21:26:36
144183,918472,918470,S-INV/2025/19260,49.87,2025-04-16 21:26:32,2025-04-16 21:26:32
144182,918469,918467,S-INV/2025/19259,50.33,2025-04-16 21:26:33,2025-04-16 21:26:33
144181,918466,918464,S-INV/2025/19258,38.4,2025-04-16 21:26:33,2025-04-18 07:53:24
144180,918463,918461,S-INV/2025/19257,48.79,2025-04-16 21:26:30,2025-04-17 07:34:27
144178,918457,918455,S-INV/2025/19255,41.39,2025-04-16 21:26:26,2025-04-17 07:33:46
144177,918454,918451,S-INV/2025/19254,36.39,2025-04-16 21:26:26,2025-04-16 21:26:26
144175,918447,918445,S-INV/2025/19252,61.39,2025-04-16 21:26:27,2025-04-16 21:26:27
144174,918444,918441,S-INV/2025/19251,40.97,2025-04-16 21:26:26,2025-04-16 21:26:26
144173,918435,918430,S-INV/2025/19250,2.85,2025-04-16 21:26:26,2025-04-16 21:26:26
144171,918412,918411,S-INV/2025/19248,73.4,2025-04-16 21:18:39,2025-04-16 21:18:39
144170,918408,918407,S-INV/2025/19247,63.93,2025-04-16 21:18:36,2025-04-17 07:32:41
144169,918401,918400,S-INV/2025/19246,80.6,2025-04-16 21:12:42,2025-04-16 21:12:42
144168,918397,918396,S-INV/2025/19245,91.82,2025-04-16 21:12:29,2025-04-16 21:12:29
144166,918388,918387,S-INV/2025/19244,113.65,2025-04-16 21:12:25,2025-04-16 21:12:25
144164,918379,918378,S-INV/2025/19242,161.22,2025-04-16 21:12:22,2025-04-16 21:12:22
144159,918363,918362,S-INV/2025/19241,109.35,2025-04-16 21:10:30,2025-04-16 21:10:30
144158,918361,918360,S-INV/2025/19240,110.88,2025-04-16 21:10:16,2025-04-16 21:10:16
144157,918359,918358,S-INV/2025/19239,72.0,2025-04-16 21:10:21,2025-04-16 21:10:21
144156,918354,918353,S-INV/2025/19238,95.38,2025-04-16 21:10:15,2025-04-16 21:10:15
144154,918345,918340,S-INV/2025/19237,100.13,2025-04-16 21:10:13,2025-04-16 21:10:13
144153,918329,918326,S-INV/2025/19236,132.98,2025-04-16 21:09:21,2025-04-16 21:09:21
144148,918317,918316,S-INV/2025/19234,64.0,2025-04-16 21:10:05,2025-04-16 21:10:05
144146,918308,918307,S-INV/2025/19232,104.64,2025-04-16 21:09:49,2025-04-16 21:09:49
144144,918302,918301,S-INV/2025/19230,68.0,2025-04-16 21:09:58,2025-04-16 21:09:58
144143,918300,918299,S-INV/2025/19229,101.15,2025-04-16 21:09:53,2025-04-17 07:36:02
144142,918298,918297,S-INV/2025/19228,77.33,2025-04-16 21:09:27,2025-04-16 21:09:27
144140,918292,918289,S-INV/2025/19227,69.98,2025-04-16 21:09:51,2025-04-16 21:09:51
144137,918279,918276,S-INV/2025/19226,84.73,2025-04-16 21:09:51,2025-04-16 21:09:51
144135,918267,918263,S-INV/2025/19224,85.58,2025-04-16 21:09:34,2025-04-16 21:09:34
144134,918260,918257,S-INV/2025/19223,85.58,2025-04-16 21:09:45,2025-04-16 21:09:45
144133,918256,918255,S-INV/2025/19222,81.3,2025-04-16 21:09:41,2025-04-16 21:09:41
144130,918242,918241,S-INV/2025/19219,84.99,2025-04-16 21:09:39,2025-04-16 21:09:39
144127,918230,918227,S-INV/2025/19216,137.61,2025-04-16 21:09:16,2025-04-16 21:09:16
144126,918226,918223,S-INV/2025/19215,85.78,2025-04-16 21:09:30,2025-04-16 21:09:30
144124,918218,918215,S-INV/2025/19214,59.98,2025-04-16 21:09:33,2025-04-16 21:09:33
144118,918195,918191,S-INV/2025/19211,91.56,2025-04-16 21:09:24,2025-04-16 21:09:24
144115,918179,918176,S-INV/2025/19208,123.31,2025-04-16 21:09:11,2025-04-16 21:09:11
144113,918169,918165,S-INV/2025/19206,4.95,2025-04-16 21:09:18,2025-04-16 21:09:18
144110,918156,918150,S-INV/2025/19203,64.72,2025-04-16 21:09:13,2025-04-16 21:09:13
144109,918149,918146,S-INV/2025/19202,96.0,2025-04-16 21:09:08,2025-04-16 21:09:08
144108,918145,918142,S-INV/2025/19201,78.38,2025-04-16 21:09:02,2025-04-16 21:09:02
144107,918141,918138,S-INV/2025/19200,64.0,2025-04-16 21:09:03,2025-04-16 21:09:03
144105,918131,918130,S-INV/2025/19198,94.48,2025-04-16 21:09:02,2025-04-17 07:33:23
144104,918129,918126,S-INV/2025/19197,84.98,2025-04-16 21:09:05,2025-04-16 21:09:05
144103,918125,918121,S-INV/2025/19196,116.62,2025-04-16 21:09:00,2025-04-16 21:09:00
144102,918120,918116,S-INV/2025/19195,92.94,2025-04-16 21:09:06,2025-04-16 21:09:06
144099,918107,918104,S-INV/2025/19193,79.98,2025-04-16 21:09:00,2025-04-16 21:09:00
144098,918103,918093,S-INV/2025/19192,119.97,2025-04-16 21:09:01,2025-04-16 21:09:01
144095,918065,918064,S-INV/2025/19189,30.64,2025-04-16 21:01:13,2025-04-16 21:01:13
144094,918061,918060,S-INV/2025/19188,40.67,2025-04-16 21:01:10,2025-04-16 21:01:10
144093,918058,918057,S-INV/2025/19187,100.71,2025-04-16 21:01:08,2025-04-16 21:01:08
144090,918032,918031,S-INV/2025/19185,72.0,2025-04-16 20:58:02,2025-04-16 20:58:02
144088,918026,918017,S-INV/2025/19184,109.96,2025-04-16 20:58:00,2025-04-16 20:58:00
144085,918005,918004,S-INV/2025/19181,48.94,2025-04-16 20:57:31,2025-04-17 07:36:38
144084,918003,918002,S-INV/2025/19180,48.94,2025-04-16 20:57:35,2025-04-17 07:35:03
144081,917996,917994,S-INV/2025/19179,27.86,2025-04-16 20:57:31,2025-04-16 20:57:31
144076,917978,917977,S-INV/2025/19176,148.7,2025-04-16 20:57:25,2025-04-16 20:57:25
144072,917960,917958,S-INV/2025/19174,56.0,2025-04-16 20:57:18,2025-04-16 20:57:18
144068,917945,917943,S-INV/2025/19172,64.76,2025-04-16 20:57:00,2025-04-16 20:57:00
144064,917927,917926,S-INV/2025/19169,41.48,2025-04-16 20:57:08,2025-04-16 20:57:08
144063,917925,917917,S-INV/2025/19168,42.15,2025-04-16 20:57:00,2025-04-16 20:57:00
144062,917916,917914,S-INV/2025/19167,35.1,2025-04-16 20:57:07,2025-04-17 07:35:38
144057,917902,917900,S-INV/2025/19163,84.03,2025-04-16 20:56:57,2025-04-17 07:34:10
144056,917899,917897,S-INV/2025/19162,36.88,2025-04-16 20:56:56,2025-04-17 07:33:34
144054,917894,917890,S-INV/2025/19161,49.39,2025-04-16 20:56:59,2025-04-16 20:56:59
144047,917865,917861,S-INV/2025/19156,65.16,2025-04-16 20:56:46,2025-04-16 20:56:46
144045,917857,917855,S-INV/2025/19154,84.0,2025-04-16 20:56:50,2025-04-16 20:56:50
144044,917854,917851,S-INV/2025/19153,39.66,2025-04-16 20:56:47,2025-04-16 20:56:47
144043,917850,None,S-INV/2025/19152,0.0,2025-04-16 20:56:43,2025-04-16 20:56:43
144042,917844,None,S-INV/2025/19151,0.0,2025-04-16 20:56:44,2025-04-16 20:56:44
144040,917832,917827,S-INV/2025/19149,58.39,2025-04-16 20:56:41,2025-04-16 20:56:41
144033,917800,917798,S-INV/2025/19143,49.29,2025-04-16 20:53:48,2025-04-16 20:53:48
144032,917797,917796,S-INV/2025/19142,74.19,2025-04-16 20:53:43,2025-04-16 20:53:43
144027,917786,917784,S-INV/2025/19138,41.28,2025-04-16 20:53:43,2025-04-16 20:53:43
144025,917780,917772,S-INV/2025/19136,28.17,2025-04-16 20:53:42,2025-04-16 20:53:42
144023,917765,917764,S-INV/2025/19134,34.39,2025-04-16 20:53:15,2025-04-16 20:53:15
144021,917761,917760,S-INV/2025/19133,37.86,2025-04-16 20:53:17,2025-04-16 20:53:17
144020,917759,917758,S-INV/2025/19132,49.74,2025-04-16 20:53:21,2025-04-16 20:53:21
144018,917755,917754,S-INV/2025/19130,85.79,2025-04-16 20:53:19,2025-04-16 20:53:19
144016,917751,917749,S-INV/2025/19128,50.4,2025-04-16 20:53:12,2025-04-16 20:53:12
144009,917729,None,S-INV/2025/19121,0.0,2025-04-16 20:52:55,2025-04-16 20:52:55
143997,917694,917692,S-INV/2025/19111,49.52,2025-04-16 20:52:56,2025-04-18 07:53:40
143995,917688,917686,S-INV/2025/19109,46.39,2025-04-16 20:52:51,2025-04-16 20:52:51
143991,917676,917674,S-INV/2025/19105,46.39,2025-04-16 20:52:47,2025-04-18 07:53:44
143990,917672,917671,S-INV/2025/19104,46.39,2025-04-16 20:52:36,2025-04-16 20:52:36
143985,917657,917655,S-INV/2025/19099,50.48,2025-04-16 20:52:42,2025-04-16 20:52:42
143979,917639,917636,S-INV/2025/19093,37.75,2025-04-16 20:52:32,2025-04-16 20:52:32
143978,917635,917633,S-INV/2025/19092,40.32,2025-04-16 20:52:30,2025-04-16 20:52:30
143975,917624,917622,S-INV/2025/19090,31.27,2025-04-16 20:52:29,2025-04-16 20:52:29
143972,917601,917600,S-INV/2025/19087,37.44,2025-04-16 20:48:35,2025-04-18 07:53:32
143971,917597,917596,S-INV/2025/19086,155.82,2025-04-16 20:48:33,2025-04-17 07:34:50
143968,917584,917583,S-INV/2025/19083,80.22,2025-04-16 20:47:51,2025-04-18 07:53:31
143967,917579,917578,S-INV/2025/19082,75.83,2025-04-16 20:47:49,2025-04-16 20:47:49
143965,917569,917568,S-INV/2025/19081,58.33,2025-04-16 20:47:48,2025-04-16 20:47:48
143964,917565,917564,S-INV/2025/19080,96.68,2025-04-16 20:47:45,2025-04-16 20:47:45
143963,917561,917560,S-INV/2025/19079,83.34,2025-04-16 20:47:44,2025-04-18 07:53:30
143960,917547,917546,S-INV/2025/19077,148.38,2025-04-16 20:47:41,2025-04-16 20:47:41
143946,916932,916931,S-INV/2025/19071,121.08,2025-04-16 16:53:39,2025-04-18 07:53:38
143945,916926,916925,S-INV/2025/19070,63.65,2025-04-16 16:53:36,2025-04-16 16:53:36
143943,916920,916919,S-INV/2025/19069,99.14,2025-04-16 16:52:49,2025-04-18 07:53:35
143934,916887,916886,S-INV/2025/19065,61.5,2025-04-16 16:52:37,2025-04-16 16:52:37
143931,916878,916877,S-INV/2025/19063,149.95,2025-04-16 16:52:40,2025-04-16 16:52:40
143926,916856,916847,S-INV/2025/19061,72.67,2025-04-16 16:52:34,2025-04-16 16:52:34
143920,916820,916813,S-INV/2025/19057,82.94,2025-04-16 16:52:23,2025-04-16 16:52:23
143916,916785,916784,S-INV/2025/19054,132.96,2025-04-16 16:51:09,2025-04-16 16:51:09
143914,916778,916775,S-INV/2025/19053,140.25,2025-04-16 16:51:03,2025-04-16 16:51:03
143883,916657,916652,S-INV/2025/19030,141.62,2025-04-16 16:49:56,2025-04-16 16:49:56
143880,916641,916637,S-INV/2025/19028,115.8,2025-04-16 16:49:45,2025-04-16 16:49:45
143879,916636,916633,S-INV/2025/19027,113.26,2025-04-16 16:49:51,2025-04-16 16:49:51
143875,916618,916615,S-INV/2025/19024,139.42,2025-04-16 16:49:44,2025-04-16 16:49:44
143873,916595,916592,S-INV/2025/19022,71.83,2025-04-16 16:49:41,2025-04-16 16:49:41
143864,916556,916555,S-INV/2025/19015,78.09,2025-04-16 16:47:19,2025-04-18 07:53:47
143863,916554,916553,S-INV/2025/19014,86.18,2025-04-16 16:47:57,2025-04-16 16:47:57
143859,916544,916541,S-INV/2025/19010,133.1,2025-04-16 16:47:53,2025-04-16 16:47:53
143853,916519,916518,S-INV/2025/19007,72.76,2025-04-16 16:47:42,2025-04-16 16:47:42
143852,916517,916514,S-INV/2025/19006,127.72,2025-04-16 16:47:27,2025-04-16 16:47:27
143843,916480,916477,S-INV/2025/19000,67.41,2025-04-16 16:47:21,2025-04-18 07:53:34
143842,916476,916473,S-INV/2025/18999,59.18,2025-04-16 16:47:19,2025-04-16 16:47:19
143841,916472,916471,S-INV/2025/18998,67.84,2025-04-16 16:47:11,2025-04-16 16:47:11
143837,916460,916457,S-INV/2025/18994,88.0,2025-04-16 16:47:11,2025-04-16 16:47:11
143835,916452,916449,S-INV/2025/18992,90.94,2025-04-16 16:47:15,2025-04-16 16:47:15
143833,916444,916441,S-INV/2025/18990,87.26,2025-04-16 16:47:14,2025-04-16 16:47:14
143830,916420,916416,S-INV/2025/18988,84.38,2025-04-16 16:47:11,2025-04-16 16:47:11
143524,915016,915015,S-INV/2025/18751,147.08,2025-04-16 15:01:09,2025-04-16 15:01:09
143523,915011,915010,S-INV/2025/18750,168.32,2025-04-16 15:01:08,2025-04-16 15:01:08
143522,915005,915004,S-INV/2025/18749,57.66,2025-04-16 14:58:23,2025-04-16 14:58:23
143521,915002,915001,S-INV/2025/18748,176.96,2025-04-16 14:58:04,2025-04-16 14:58:04
143520,915000,914999,S-INV/2025/18747,38.75,2025-04-16 14:58:02,2025-04-16 14:58:02
143516,914992,914991,S-INV/2025/18744,69.97,2025-04-16 14:58:06,2025-04-16 14:58:06
143515,914990,914989,S-INV/2025/18743,279.77,2025-04-16 14:58:03,2025-04-16 14:58:03
143514,914987,914986,S-INV/2025/18742,281.79,2025-04-16 14:58:09,2025-04-16 14:58:09
143510,914959,914945,S-INV/2025/18739,100.01,2025-04-16 14:58:01,2025-04-17 07:34:39
143509,914942,914934,S-INV/2025/18738,52.15,2025-04-16 14:57:58,2025-04-16 14:57:58
143507,914927,914923,S-INV/2025/18737,202.05,2025-04-16 14:57:58,2025-04-16 14:57:58
143506,914922,914914,S-INV/2025/18736,44.75,2025-04-16 14:57:56,2025-04-16 14:57:56
143504,914907,914905,S-INV/2025/18735,127.96,2025-04-16 14:57:54,2025-04-16 14:57:54
143503,914900,914899,S-INV/2025/18734,96.62,2025-04-16 14:57:54,2025-04-16 14:57:54
143500,913730,913727,INV/2025/01521,1780.1,2025-04-15 17:33:18,2025-04-15 17:33:18
143499,913638,913637,INV/2025/01519,475.5,2025-04-15 17:07:39,2025-04-15 17:07:39
143498,913597,913596,INV/2025/01518,4756.75,2025-04-15 16:40:11,2025-04-15 16:40:11
143497,913383,None,BILL/2025/03/0056,10640.0,2025-04-15 16:10:27,2025-04-15 16:10:27
143496,913376,913375,INV/2025/01517,326.61,2025-04-15 15:34:35,2025-04-15 15:34:35
143427,912989,912980,S-INV/2025/18668,192.06,2025-04-15 15:11:49,2025-04-15 15:11:49
143422,912954,912945,S-INV/2025/18666,182.39,2025-04-15 15:11:08,2025-04-15 15:11:08
143419,912935,912934,S-INV/2025/18665,158.86,2025-04-15 15:11:00,2025-04-15 15:11:00
143417,912931,912930,S-INV/2025/18663,164.75,2025-04-15 15:10:57,2025-04-18 07:53:48
143414,912915,912914,S-INV/2025/18662,282.3,2025-04-15 15:10:53,2025-04-15 15:10:53
143412,912911,912902,S-INV/2025/18660,238.4,2025-04-15 15:10:37,2025-04-15 15:10:37
143411,912893,912892,S-INV/2025/18659,124.47,2025-04-15 15:10:30,2025-04-15 15:10:30
143410,912891,912883,S-INV/2025/18658,131.55,2025-04-15 15:10:50,2025-04-15 15:10:50
143398,912795,912788,S-INV/2025/18651,260.63,2025-04-15 15:10:26,2025-04-15 15:10:26
143178,911877,904645,INV/2025/01463,474.92,2025-04-15 12:10:28,2025-04-15 12:10:28
143179,911878,904628,INV/2025/01462,492.98,2025-04-15 12:10:28,2025-04-15 12:10:28
143180,911879,904573,INV/2025/01457,366.21,2025-04-15 12:10:28,2025-04-15 12:10:28
143181,911880,904425,INV/2025/01449,436.64,2025-04-15 12:10:28,2025-04-15 12:10:28
143182,911881,904410,INV/2025/01448,81.24,2025-04-15 12:10:28,2025-04-15 12:10:28
143183,911882,904406,INV/2025/01447,267.05,2025-04-15 12:10:28,2025-04-15 12:10:28
143184,911883,904402,INV/2025/01446,31.99,2025-04-15 12:10:28,2025-04-15 12:10:28
143185,911884,904399,INV/2025/01445,412.24,2025-04-15 12:10:28,2025-04-15 12:10:28
143186,911885,904364,INV/2025/01443,89.74,2025-04-15 12:10:28,2025-04-15 12:10:28
143187,911886,903569,INV/2025/01438,98.27,2025-04-15 12:10:28,2025-04-15 12:10:28
143158,911857,910426,INV/2025/01507,274.97,2025-04-15 12:07:53,2025-04-15 12:07:53
143159,911858,910349,INV/2025/01502,330.99,2025-04-15 12:07:53,2025-04-15 12:07:53
143160,911859,910339,INV/2025/01501,459.03,2025-04-15 12:07:53,2025-04-15 12:07:53
143161,911860,910242,INV/2025/01499,84.56,2025-04-15 12:07:53,2025-04-15 12:07:53
143162,911861,910225,INV/2025/01498,315.29,2025-04-15 12:07:53,2025-04-15 12:07:53
143163,911862,909958,INV/2025/01497,41.98,2025-04-15 12:07:53,2025-04-15 12:07:53
143164,911863,909708,INV/2025/01496,217.44,2025-04-15 12:07:53,2025-04-15 12:07:53
143165,911864,909472,INV/2025/01495,43.79,2025-04-15 12:07:53,2025-04-15 12:07:53
143166,911865,904751,INV/2025/01472,418.62,2025-04-15 12:07:53,2025-04-15 12:07:53
143167,911866,904726,INV/2025/01468,89.01,2025-04-15 12:07:53,2025-04-15 12:07:53
143168,911867,904676,INV/2025/01466,48.29,2025-04-15 12:07:53,2025-04-15 12:07:53
143169,911868,904672,INV/2025/01465,79.05,2025-04-15 12:07:53,2025-04-15 12:07:53
143170,911869,904614,INV/2025/01461,654.29,2025-04-15 12:07:53,2025-04-15 12:07:53
143171,911870,904595,INV/2025/01460,152.71,2025-04-15 12:07:53,2025-04-15 12:07:53
143172,911871,904592,INV/2025/01459,738.61,2025-04-15 12:07:53,2025-04-15 12:07:53
143173,911872,904583,INV/2025/01458,675.14,2025-04-15 12:07:53,2025-04-15 12:07:53
143174,911873,902949,INV/2025/01436,163.11,2025-04-15 12:07:53,2025-04-15 12:07:53
143175,911874,902913,INV/2025/01434,138.43,2025-04-15 12:07:53,2025-04-15 12:07:53
143176,911875,765573,INV/2025/00495,166.05,2025-04-15 12:07:53,2025-04-15 12:07:53
143177,911876,765380,INV/2025/00482,76.37,2025-04-15 12:07:53,2025-04-15 12:07:53
143502,913789,None,INV/2025/01522,1726.43,2025-04-15 17:48:10,2025-04-15 17:48:10
144096,918070,918069,S-INV/2025/19190,86.9,2025-04-16 21:01:21,2025-04-16 21:01:21
144087,918012,918011,S-INV/2025/19183,59.04,2025-04-16 20:57:59,2025-04-16 20:57:59
144079,917989,917988,S-INV/2025/19178,46.39,2025-04-16 20:57:30,2025-04-16 20:57:30
144077,917984,917982,S-INV/2025/19177,27.84,2025-04-16 20:57:22,2025-04-16 20:57:22
144075,917976,917969,S-INV/2025/19175,29.39,2025-04-16 20:57:10,2025-04-16 20:57:10
