order_id,create_date,last_updated,sales_date,date_order,delivery_date,delivery_address,sales_team,sales_person,amount_total,payment_terms,tags,state,invoice_status,customer,shipping_policy,channel,delivery_status
#CS8FGDSANT,2025-04-07 04:43:59,2025-04-07 15:09:13,2025-04-07 04:44:00,2025-04-07 04:44:00,2025-04-07 15:00:00,"Flip Flop Shop - Port St Lucie #342
5505 NW Pine Trail Cir.

Port St Lucie FL 34983
United States",Wholesale,Alyssa Kallal,105.85,30 Days,Faire,sale,invoiced,Flip Flop Shop - Port St Lucie #342,one,Faire,full
#CBUPQV7QK3,2025-04-06 04:44:13,2025-04-06 04:44:13,2025-04-06 04:44:13,2025-04-06 04:44:13,2025-06-16 12:59:59,"130 West Water Street

Decorah IA 52101
United States",Faire,,95.05,30 Days,Faire,sale,no,Keri Bodensteiner,one,Faire,pending
#7ZY9R8THW3,2025-04-06 04:44:12,2025-04-06 04:44:12,2025-04-06 04:44:12,2025-04-06 04:44:12,2025-05-15 12:59:59,"130 West Water Street

Decorah IA 52101
United States",Faire,,95.05,30 Days,Faire,sale,no,Keri Bodensteiner,one,Faire,pending
#D7MYX3N5F3,2025-04-06 04:44:12,2025-04-06 04:44:12,2025-04-06 04:44:12,2025-04-06 04:44:12,2025-05-15 12:59:59,"130 West Water Street

Decorah IA 52101
United States",Faire,,31.49,30 Days,Faire,sale,no,Keri Bodensteiner,one,Faire,pending
#E5UXXA8EUW,2025-04-06 04:44:11,2025-04-06 04:44:11,2025-04-06 04:44:11,2025-04-06 04:44:11,2025-05-14 12:59:59,"130 West Water Street

Decorah IA 52101
United States",Faire,,63.27,30 Days,Faire,sale,no,Keri Bodensteiner,one,Faire,pending
#GEG8QG9PPB,2025-04-06 04:44:11,2025-04-06 04:44:11,2025-04-06 04:44:11,2025-04-06 04:44:11,2025-05-12 12:59:59,"130 West Water Street

Decorah IA 52101
United States",Faire,,31.49,30 Days,Faire,sale,no,Keri Bodensteiner,one,Faire,pending
#FCG7W49E77,2025-04-06 04:44:10,2025-04-21 16:26:04,2025-04-06 04:44:10,2025-04-06 04:44:10,2025-04-15 12:59:59,"130 West Water Street

Decorah IA 52101
United States",Faire,,55.12,30 Days,Faire,sale,invoiced,Keri Bodensteiner,one,Faire,full
#XXQTGY8DRM,2025-04-06 04:44:08,2025-04-07 17:15:23,2025-04-06 04:44:09,2025-04-06 04:44:09,2025-04-07 14:00:00,"130 West Water Street

Decorah IA 52101
United States",Faire,,687.93,30 Days,Faire,sale,invoiced,Keri Bodensteiner,one,Faire,full
#ARA7QQQYBP,2025-04-06 04:44:07,2025-04-07 16:33:09,2025-04-06 04:44:07,2025-04-06 04:44:07,2025-04-07 16:00:00,"2226 Strand Street

Galveston  TX 77550
United States",Wholesale,Jada Claiborne,1192.44,30 Days,Faire,sale,invoiced,Bel Pri Jewelry and Gifts ,one,Faire,full
#XV378S68VU,2025-04-06 04:44:06,2025-04-06 04:44:06,2025-04-06 04:44:06,2025-04-06 04:44:06,2025-04-24 16:27:02,"318 Main Street

Madison NJ 07940
United States",Faire,,260.5,30 Days,Faire,sale,no,Sandra Izsa,one,Faire,pending
#JREP9UVJMY,2025-04-06 04:44:05,2025-04-07 16:02:55,2025-04-06 04:44:06,2025-04-06 04:44:06,2025-04-07 16:00:00,"3 Arthur Street

Beverly MA 01915
United States",Faire,,338.74,30 Days,Faire,sale,invoiced,Annakathryn Carlson,one,Faire,full
#5V7CMNVV6M,2025-04-06 04:44:05,2025-04-08 22:17:42,2025-04-06 04:44:05,2025-04-06 04:44:05,2025-05-15 12:59:59,"Polished Approach
766 223rd St

Pasadena MD 21122
United States",Faire,Nicole Frazier,648.18,30 Days,Faire,sale,no,Polished Approach,one,Faire,pending
#BE8C7YK3TF,2025-04-06 04:44:04,2025-04-22 18:50:26,2025-04-06 04:44:05,2025-04-06 04:44:05,2025-04-21 12:59:59,"Polished Approach
766 223rd St

Pasadena MD 21122
United States",Faire,Nicole Frazier,238.54,30 Days,Faire,sale,invoiced,Polished Approach,one,Faire,full
#E496PAWTYB,2025-04-06 04:44:04,2025-04-09 17:20:20,2025-04-06 04:44:04,2025-04-06 04:44:04,2025-04-08 12:59:59,"Polished Approach
766 223rd St

Pasadena MD 21122
United States",Faire,Nicole Frazier,119.36,30 Days,Faire,sale,invoiced,Polished Approach,one,Faire,full
#PGPRXZDK8G,2025-04-06 04:44:03,2025-04-17 15:23:15,2025-04-06 04:44:03,2025-04-06 04:44:03,2025-04-07 12:59:59,"Polished Approach
766 223rd St

Pasadena MD 21122
United States",Faire,Nicole Frazier,385.7,30 Days,Faire,sale,invoiced,Polished Approach,one,Faire,full
#AR48QYQXB2,2025-04-06 04:44:00,2025-04-08 22:13:51,2025-04-06 04:44:02,2025-04-06 04:44:02,2025-04-07 18:00:00,"Polished Approach
766 223rd St

Pasadena MD 21122
United States",Faire,Nicole Frazier,2162.02,30 Days,Faire,sale,invoiced,Polished Approach,one,Faire,full
#AV7274YK65,2025-04-05 04:44:20,2025-04-07 15:50:14,2025-04-05 04:44:21,2025-04-05 04:44:21,2025-04-07 15:00:00,"847 COURT ST N

LEWISBURG WV 24901
United States",Faire,,164.94,30 Days,Faire,sale,invoiced,THE SHOE BOX,one,Faire,full
#25JX3RZ8P8,2025-04-05 04:44:19,2025-04-07 15:38:59,2025-04-05 04:44:20,2025-04-05 04:44:20,2025-04-07 15:00:00,"68-1845 Waikoloa Road

Waikoloa Village HI 96738
United States",Faire,,9.26,30 Days,Faire,sale,invoiced,Lore Yeira,one,Faire,full
#X37JFC95M8,2025-04-05 04:44:18,2025-04-07 15:29:52,2025-04-05 04:44:19,2025-04-05 04:44:19,2025-04-07 15:00:00,"6414 NE Bothell Way

Kenmore WA 98028-4819
United States",Faire,,93.79,30 Days,Faire,sale,invoiced,bz davis/Ostrom Drug,one,Faire,full
#WFGBQMUXPP,2025-04-05 04:44:17,2025-04-16 19:24:43,2025-04-05 04:44:18,2025-04-05 04:44:18,2025-04-15 12:59:59,"525 Forest Avenue

Plymouth MI 48170
United States",Faire,,43.71,30 Days,Faire,sale,invoiced,Jessica Estes,one,Faire,full
#6DMG8N8QGZ,2025-04-05 04:44:17,2025-04-16 19:27:29,2025-04-05 04:44:17,2025-04-05 04:44:17,2025-04-14 12:59:59,"525 Forest Avenue

Plymouth MI 48170
United States",Faire,,97.5,30 Days,Faire,sale,invoiced,Jessica Estes,one,Faire,full
#VR5RYUDKCW,2025-04-05 04:44:15,2025-04-07 19:06:26,2025-04-05 04:44:15,2025-04-05 04:44:15,2025-04-07 19:00:00,"2345 Burton St SE

Grand Rapids MI 49506-4626
United States",Faire,,1197.93,30 Days,Faire,sale,invoiced,Elisabeth Bartrom,one,Faire,full
#3MJVF2XZTK,2025-04-05 04:44:14,2025-04-07 16:39:45,2025-04-05 04:44:14,2025-04-05 04:44:14,2025-04-09 15:00:00,"562 West Main Street

Sylva NC 28779
United States",Wholesale,Jada Claiborne,480.31,30 Days,Faire,sale,invoiced,Georganna Seamon,one,Faire,full
#823T6UPQ7B,2025-04-05 04:44:10,2025-04-05 06:55:50,2025-04-05 04:44:13,2025-04-05 04:44:13,2025-05-09 07:00:00,"Nukumoi Surf
2100 Hoone Rd.

Koloa HI 96756
United States",Wholesale,Christina Freberg,125.37,30 Days,Faire,sale,to invoice,Nukumoi Surf,one,Faire,pending
S03684,2025-01-29 19:40:23,2025-04-10 16:46:08,2025-01-29 19:00:00,2025-04-04 21:51:51,2025-04-09 18:00:00,"Paradise Blue Surf Shop
5620 NW 12th Ave
Suit 103
Fort Lauderdale FL 33309
United States",Wholesale,Angela Gonzales,2424.41,Due on Ship,,sale,invoiced,Paradise Blue Surf Shop,one,Wholesale,full
S03688,2025-01-29 21:19:00,2025-04-07 13:44:34,2025-01-29 21:00:00,2025-04-04 21:51:31,2025-06-06 21:00:00,"Paradise Blue Surf Shop
5620 NW 12th Ave
Suit 103
Fort Lauderdale FL 33309
United States",Wholesale,Angela Gonzales,1614.75,Due on Ship,,sale,to invoice,Paradise Blue Surf Shop,one,Wholesale,pending
S04146,2025-04-04 19:06:44,2025-04-08 19:36:56,2025-04-04 19:06:57,2025-04-04 19:06:57,2025-04-06 19:00:00,"HSS
6422 Heil Ave

Huntington Beach CA 92647
United States",Wholesale,Christina Freberg,0.0,30 Days,BUYER GIFT,sale,invoiced,HSS,one,Wholesale,full
S03290,2025-01-06 02:29:36,2025-04-04 19:01:41,2025-01-07 02:00:00,2025-04-04 19:01:41,2025-05-06 01:00:00,"Flip Flop Shop - Kauai #245
5460 Koloa Rd
Suite G101
Koloa HI 96756
United States",Wholesale,Jada Claiborne,1242.66,Due on Ship,"Remote Show Special, surfexpo_Jan25",sale,to invoice,Flip Flop Shop - Kauai #245,one,Wholesale,pending
S04142,2025-04-04 15:51:41,2025-04-07 17:27:55,2025-04-04 17:00:00,2025-04-04 18:12:41,2025-04-06 17:00:00,"Ocean Vayu Yoga
32471 Herring Wood Drive

Dagsboro DE 19939
United States",Wholesale,Nicole Frazier,777.3,Due on Ship,NEW ACCOUNT,sale,no,Ocean Vayu Yoga,one,Wholesale,full
S02885,2024-09-12 17:37:39,2025-04-07 16:06:03,2024-09-12 17:00:00,2025-04-04 17:40:08,2025-05-15 17:00:00,"Paradise Beach Shop
114 West Fort Macon Rd

Atlantic Beach NC 28512
United States",Wholesale,Jada Claiborne,3244.39,Due on Ship,Remote Show Special,sale,to invoice,Paradise Beach Shop,one,Wholesale,pending
S02884,2024-09-12 17:33:08,2025-04-07 16:06:51,2024-09-12 17:00:00,2025-04-04 17:39:47,2025-05-15 17:00:00,"On The Beach
1300 North Lake Park Blvd

Carolina Beach NC 28428
United States",Wholesale,Jada Claiborne,3244.39,Due on Ship,Remote Show Special,sale,to invoice,On The Beach,one,Wholesale,pending
S04144,2025-04-04 17:07:03,2025-04-15 17:02:00,2025-04-04 17:00:00,2025-04-04 17:27:43,2025-04-04 17:00:00,"The Walt Disney Company
3030 Maingate Ln

Kissimmee FL 34747
United States",Wholesale,Jada Claiborne,0.0,Due on Ship,,sale,invoiced,The Walt Disney Company,one,Wholesale,full
S04143,2025-04-04 16:36:46,2025-04-07 15:33:41,2025-04-04 16:00:00,2025-04-04 16:38:09,2025-04-05 16:00:00,"Event Network, Marriott Wailea Resort
Marriott Wailea Resort c/o Event Network
3700 Wailea Alanui Drive
Wailea HI 96753
United States",Wholesale,Alyssa Kallal,374.0,30 Days,,sale,invoiced,Event Network,one,Wholesale,full
S04140,2025-04-04 15:30:58,2025-04-07 18:00:12,2025-04-04 15:00:00,2025-04-04 15:31:01,2025-04-07 15:00:00,"Beach Vibes 
10100 NW 25 Street

Miami FL 33172
United States",Wholesale,Angela Gonzales,0.0,Due on Ship,,sale,invoiced,Beach Vibes ,one,Wholesale,full
S04137,2025-04-04 14:28:56,2025-04-15 16:38:13,2025-04-04 14:00:00,2025-04-04 15:09:54,2025-04-07 14:00:00,"Mary Jane's
Kona Inn Shopping Village
75-5744 Ali’i Dr. Suite 180
Kailua-Kona HI 96740
United States",Wholesale,Jada Claiborne,4657.63,Due on Ship,,sale,invoiced,Mary Jane's,one,Wholesale,full
S04138,2025-04-04 14:49:13,2025-04-04 15:25:21,2025-04-04 14:00:00,2025-04-04 14:52:50,2025-06-15 14:00:00,"Beach Vibes 
34 Kaya Grandi

Kralendijk  00000
Bonaire, Sint Eustatius and Saba",Wholesale,Angela Gonzales,496.47,Due on Ship,,sale,to invoice,Beach Vibes ,one,Wholesale,pending
S04118,2025-04-02 16:31:08,2025-04-10 17:16:15,2025-04-02 16:00:00,2025-04-04 14:45:38,2025-04-07 16:00:00,"Mary Jane's
358 E. Elkhorn Ave
PO BOX 1795
Estes Park CO 80517
United States",Wholesale,Jada Claiborne,3617.6,Due on Ship,,sale,to invoice,Mary Jane's,direct,Wholesale,partial
#F8UCRJHWH2,2025-04-04 14:08:46,2025-04-04 17:00:34,2025-04-04 14:08:48,2025-04-04 14:08:48,2025-04-04 14:00:00,"2004 bay lake road

bancroft ON K0L 1C0
Canada",Faire,,660.83,30 Days,Faire,sale,no,madeleine marentette,one,Faire,pending
#2HR5PQUZF7,2025-04-04 14:08:46,2025-04-05 06:55:50,2025-04-04 14:08:46,2025-04-04 14:08:46,2025-06-18 12:59:59,"PO Bx 2158

Avalon CA 90704
United States",Wholesale,Christina Freberg,112.6,30 Days,Faire,sale,no,Martin Leyva,one,Faire,pending
#AUSR9FAXWH,2025-04-04 14:08:45,2025-04-05 06:55:50,2025-04-04 14:08:46,2025-04-04 14:08:46,2025-06-16 12:59:59,"PO Bx 2158

Avalon CA 90704
United States",Wholesale,Christina Freberg,112.6,30 Days,Faire,sale,no,Martin Leyva,one,Faire,pending
#269JJWRMJ2,2025-04-04 14:08:45,2025-04-05 06:55:50,2025-04-04 14:08:45,2025-04-04 14:08:45,2025-05-19 12:59:59,"PO Bx 2158

Avalon CA 90704
United States",Wholesale,Christina Freberg,112.6,30 Days,Faire,sale,no,Martin Leyva,one,Faire,pending
#FS7ZG8QVS8,2025-04-04 14:08:44,2025-04-05 06:55:50,2025-04-04 14:08:45,2025-04-04 14:08:45,2025-05-15 12:59:59,"PO Bx 2158

Avalon CA 90704
United States",Wholesale,Christina Freberg,694.5,30 Days,Faire,sale,to invoice,Martin Leyva,one,Faire,pending
#BUG9SFQ4SY,2025-04-04 14:08:44,2025-04-05 06:55:50,2025-04-04 14:08:44,2025-04-04 14:08:44,2025-05-14 12:59:59,"PO Bx 2158

Avalon CA 90704
United States",Wholesale,Christina Freberg,112.6,30 Days,Faire,sale,no,Martin Leyva,one,Faire,pending
#PDW69ZP6EQ,2025-04-04 14:08:43,2025-04-09 17:16:03,2025-04-04 14:08:44,2025-04-04 14:08:44,2025-04-08 12:59:59,"PO Bx 2158

Avalon CA 90704
United States",Wholesale,Christina Freberg,74.49,30 Days,Faire,sale,invoiced,Martin Leyva,one,Faire,full
#T4Q6BNTADT,2025-04-04 14:08:43,2025-04-10 17:59:21,2025-04-04 14:08:43,2025-04-04 14:08:43,2025-04-07 12:59:59,"PO Bx 2158

Avalon CA 90704
United States",Wholesale,Christina Freberg,298.85,30 Days,Faire,sale,invoiced,Martin Leyva,one,Faire,full
#E832RGG9MF,2025-04-04 14:08:42,2025-04-05 06:55:50,2025-04-04 14:08:43,2025-04-04 14:08:43,2025-04-04 12:59:59,"PO Bx 2158

Avalon CA 90704
United States",Wholesale,Christina Freberg,70.14,30 Days,Faire,sale,invoiced,Martin Leyva,one,Faire,full
#5TNRFY2KTP,2025-04-04 14:08:30,2025-04-05 06:55:50,2025-04-04 14:08:41,2025-04-04 14:08:41,2025-04-04 19:00:00,"PO Bx 2158

Avalon CA 90704
United States",Wholesale,Christina Freberg,1114.76,30 Days,Faire,sale,invoiced,Martin Leyva,one,Faire,full
#EEEGECVDST,2025-04-04 04:44:03,2025-04-07 20:03:59,2025-04-04 04:44:03,2025-04-04 04:44:03,2025-04-07 12:59:59,"Nukumoi Surf
2100 Hoone Rd.

Koloa HI 96756
United States",Wholesale,Christina Freberg,125.37,30 Days,Faire,sale,invoiced,Nukumoi Surf,one,Faire,full
#9DNDYVUU6M,2025-04-04 04:44:01,2025-04-04 16:20:51,2025-04-04 04:44:02,2025-04-04 04:44:02,2025-04-04 14:00:00,"Nukumoi Surf
2100 Hoone Rd.

Koloa HI 96756
United States",Wholesale,Christina Freberg,1750.39,30 Days,Faire,sale,invoiced,Nukumoi Surf,one,Faire,full
#R6SQ546AYY,2025-04-04 04:44:00,2025-04-04 15:27:41,2025-04-04 04:44:01,2025-04-04 04:44:01,2025-04-04 15:00:00,"108 Selmon Road

Eufaula OK 74432
United States",Faire,,20.49,30 Days,Faire,sale,invoiced,Paula Fox,one,Faire,full
#PYQTAB66UD,2025-04-04 04:43:59,2025-04-04 16:50:02,2025-04-04 04:44:00,2025-04-04 04:44:00,2025-04-04 16:00:00,"5008 Torrey Pines Run

Bradenton FL 34211
United States",Faire,,237.68,30 Days,Faire,sale,invoiced,Courtenay Smith,one,Faire,full
#3JVMBWVMDF,2025-04-04 04:43:59,2025-04-04 15:45:46,2025-04-04 04:43:59,2025-04-04 04:43:59,2025-04-07 12:59:59,"5-5161 Kuhio hwy

Hanalei HI 96714
United States",Wholesale,Christina Freberg,125.15,30 Days,Faire,sale,invoiced,Sand People,one,Faire,full
#Z2N6TCHTN7,2025-04-04 04:43:58,2025-04-04 16:03:50,2025-04-04 04:43:58,2025-04-04 04:43:58,2025-04-04 16:00:00,"5-5161 Kuhio hwy

Hanalei HI 96714
United States",Wholesale,Christina Freberg,438.78,30 Days,Faire,sale,invoiced,Sand People,one,Faire,full
#WTTDPPHJ7M,2025-04-04 04:43:57,2025-04-04 16:43:35,2025-04-04 04:43:58,2025-04-04 04:43:58,2025-04-04 16:00:00,"1889 Guptil Road 

Waterbury Center VT 05677
United States",Faire,,181.82,30 Days,Faire,sale,invoiced,Kira Krier,one,Faire,full
S04131,2025-04-03 20:17:51,2025-04-04 16:33:42,2025-04-03 20:00:00,2025-04-03 22:45:32,2025-04-04 20:00:00,"Trader jack
2666 West Torch Lake Drive

Villages FL 32163
United States",Wholesale,Alyssa Kallal,937.0,Due on Ship,,sale,invoiced,Trader jack,one,Wholesale,full
S04135,2025-04-03 21:46:51,2025-04-09 20:26:53,2025-04-03 22:00:00,2025-04-03 22:44:05,2025-04-09 21:00:00,"Trader jack
1200 W. Retta Esplanade
D6
Punta Gorda FL 33950
United States",Wholesale,Alyssa Kallal,1101.31,Due on Ship,,sale,invoiced,Trader jack,one,Wholesale,full
S04132,2025-04-03 20:21:00,2025-04-17 17:26:27,2025-04-03 22:38:33,2025-04-03 22:38:33,2025-04-04 20:00:00,"Younger Birkenstock
160 S Palm Canyon Drive
Suite C
Palm Springs CA 92262
United States",Wholesale,Alyssa Kallal,2327.87,30 Days,MARCH25_5%Promo,sale,invoiced,Younger Birkenstock,direct,Wholesale,full
S04133,2025-04-03 20:30:34,2025-04-03 22:37:08,2025-04-03 20:00:00,2025-04-03 22:37:08,2025-06-15 20:00:00,"Younger Birkenstock
160 S Palm Canyon Drive
Suite C
Palm Springs CA 92262
United States",Wholesale,Alyssa Kallal,424.68,30 Days,MARCH25_5%Promo,sale,to invoice,Younger Birkenstock,one,Wholesale,pending
S03888,2025-02-28 21:09:57,2025-04-09 16:22:48,2025-04-01 20:00:00,2025-04-03 21:56:07,2025-05-01 20:00:00,"Pelican Grand Beach Resort
2000 North Ocean Boulevard

Fort Lauderdale FL 33305
United States",Wholesale,Jada Claiborne,652.59,30 Days,NEW ACCOUNT,sale,to invoice,Pelican Grand Beach Resort,one,Wholesale,pending
S04129,2025-04-03 18:31:51,2025-04-04 17:19:28,2025-04-03 18:00:00,2025-04-03 20:04:55,2025-04-04 18:00:00,"Urban Kai
310 W 7TH AVE
#5404
TAMPA FL 33602
United States",Wholesale,Alyssa Kallal,640.21,Due on Ship,,sale,invoiced,Urban Kai,one,Wholesale,full
S04130,2025-04-03 18:50:22,2025-04-07 14:56:21,2025-04-03 18:00:00,2025-04-03 18:54:32,2025-04-04 18:00:00,"Blueline Surf & Paddle
997 North Highway A1A

Jupiter FL 33477
United States",Wholesale,Alyssa Kallal,3423.8,Due on Ship,,sale,to invoice,Blueline Surf & Paddle,direct,Wholesale,partial
S04124,2025-04-02 19:13:47,2025-04-18 17:38:05,2025-04-02 19:00:00,2025-04-03 18:01:11,2025-04-04 19:00:00,"Inner Path
1484 W. 86th St.

Indianapolis IN 46260
United States",Wholesale,Alyssa Kallal,3154.95,Due on Ship,MARCH25_5%Promo,sale,invoiced,Inner Path,one,Wholesale,full
S03943,2025-03-13 17:21:49,2025-04-09 20:50:07,2025-03-14 01:46:29,2025-04-03 17:08:18,2025-04-01 17:00:00,"JU JU SPORTS LLC
82 Thoreau St

Concord MA 01742-2409
United States",Wholesale,Mike Saras,428.94,Due on Ship,,sale,invoiced,JU JU SPORTS LLC,one,Wholesale,full
#YW55YU668F,2025-04-03 15:28:32,2025-04-04 06:57:21,2025-04-03 15:28:46,2025-04-03 15:28:46,2025-04-03 15:00:00,"692 Mendelssohn Avenue North

Golden Valley MN 55427
United States",Wholesale,Jada Claiborne,545.41,30 Days,Faire,sale,invoiced,Peggy Rossi,one,Faire,full
#HV9M5NKJUR,2025-04-03 04:44:10,2025-04-03 16:24:22,2025-04-03 04:44:10,2025-04-03 04:44:10,2025-04-03 16:00:00,"2317 East State Road 14

Rochester IN 46975
United States",Faire,,321.21,30 Days,Faire,sale,invoiced,Keitha Kunkle,one,Faire,full
#QMNX68PVY2,2025-04-03 04:44:09,2025-04-03 16:27:25,2025-04-03 04:44:09,2025-04-03 04:44:09,2025-04-03 16:00:00,"2317 East State Road 14

Rochester IN 46975
United States",Faire,,92.58,30 Days,Faire,sale,invoiced,Keitha Kunkle,one,Faire,full
#CMXZ8WFYEG,2025-04-03 04:44:08,2025-04-03 16:48:17,2025-04-03 04:44:08,2025-04-03 04:44:08,2025-04-03 16:00:00,"343 San Anselmo Avenue

San Anselmo CA 94960
United States",Faire,,169.0,30 Days,Faire,sale,invoiced,Jennifer Hogan,one,Faire,full
#GQRAFPRXX6,2025-04-03 04:44:06,2025-04-03 16:33:20,2025-04-03 04:44:07,2025-04-03 04:44:07,2025-04-03 16:00:00,"1152 Main Street

St. Helena CA 94574
United States",Faire,,270.06,30 Days,Faire,sale,invoiced,Bespoke Napa Valley,one,Faire,full
#SZT8ARB4UF,2025-04-03 04:44:05,2025-04-07 20:12:26,2025-04-03 04:44:05,2025-04-03 04:44:05,2025-04-07 12:59:59,"3464 Akala Street

Kihei HI 96753
United States",Wholesale,Jada Claiborne,62.42,30 Days,Faire,sale,invoiced,Maui Memories,one,Faire,full
#R2XKUXMWPP,2025-04-03 04:44:04,2025-04-03 18:31:38,2025-04-03 04:44:05,2025-04-03 04:44:05,2025-04-03 18:00:00,"3464 Akala Street

Kihei HI 96753
United States",Wholesale,Jada Claiborne,727.89,30 Days,Faire,sale,invoiced,Maui Memories,one,Faire,full
#YG6VJQ6X82,2025-04-03 04:44:03,2025-04-03 16:17:26,2025-04-03 04:44:03,2025-04-03 04:44:03,2025-04-03 16:00:00,"1112 West Platt Street

Tampa FL 33606
United States",Faire,,702.03,30 Days,Faire,sale,invoiced,Briana Chimirri,one,Faire,full
#EU3GB8UB92,2025-04-03 04:44:00,2025-04-03 15:26:27,2025-04-03 04:44:02,2025-04-03 04:44:02,2025-04-03 15:00:00,"125 Locust Street

Allegan MI 49010
United States",Faire,,372.97,30 Days,Faire,sale,invoiced,The Sassy Olive,one,Faire,full
S04107,2025-04-01 18:36:54,2025-04-09 21:26:04,2025-04-01 18:00:00,2025-04-02 19:43:06,2025-04-04 18:00:00,"5128 DRONNIGENS GADE, STE 2

St. Thomas  00802
Virgin Islands (USA)",Wholesale,Angela Gonzales,2364.51,Due on Ship,,sale,invoiced,Classic USVI,direct,Wholesale,full
#XKT7PSQAW4,2025-04-02 19:22:05,2025-04-17 15:17:15,2025-04-02 19:22:06,2025-04-02 19:22:06,2025-04-07 12:59:59,"4275 County Line Road

Chalfont PA 18914
United States",Faire,,97.5,30 Days,Faire,sale,invoiced,Crystal Visions ,one,Faire,full
#WMKWCPKDQN,2025-04-02 19:22:03,2025-04-09 17:11:57,2025-04-02 19:22:05,2025-04-02 19:22:05,2025-04-08 12:59:59,"58417 Morton Street

Marathon FL 33050
United States",Faire,,12.34,30 Days,Faire,sale,invoiced,Carolyn Anthony,one,Faire,full
#V2C2X6498Q,2025-04-02 19:22:02,2025-04-02 21:45:23,2025-04-02 19:22:03,2025-04-02 19:22:03,2025-04-02 21:00:00,"58417 Morton Street

Marathon FL 33050
United States",Faire,,525.79,30 Days,Faire,sale,invoiced,Carolyn Anthony,one,Faire,full
#ZNQ2YF8YFH,2025-04-02 19:22:01,2025-04-02 20:09:06,2025-04-02 19:22:02,2025-04-02 19:22:02,2025-04-02 20:00:00,"269 Millway

Barnstable MA 02630
United States",Faire,,85.87,30 Days,Faire,sale,invoiced,Margaret Hill,one,Faire,full
#Q9AFCRUZTS,2025-04-02 19:21:48,2025-04-02 21:40:53,2025-04-02 19:22:00,2025-04-02 19:22:00,2025-04-02 21:00:00,"4275 County Line Road

Chalfont PA 18914
United States",Faire,,578.75,30 Days,Faire,sale,invoiced,Crystal Visions ,one,Faire,full
S04121,2025-04-02 19:03:37,2025-04-02 21:33:35,2025-04-02 18:00:00,2025-04-02 19:06:48,2025-04-03 18:00:00,"The Uncharted Studio
6 Calle Sol

Rincon PR 006677
United States",Wholesale,Angela Gonzales,580.42,Due on Ship,,sale,invoiced,The Uncharted Studio,one,Wholesale,full
S04119,2025-04-02 16:46:34,2025-04-02 21:00:57,2025-04-02 16:00:00,2025-04-02 16:47:38,2025-04-03 16:00:00,"Event Network
200 Nohea Kai Drive

Lahaina HI 96761
United States",Wholesale,Alyssa Kallal,2290.0,30 Days,new door,sale,invoiced,Event Network,one,Wholesale,full
S04117,2025-04-02 16:28:34,2025-04-02 19:55:22,2025-04-03 16:00:00,2025-04-02 16:28:53,2025-04-03 16:00:00,"Cotton Island
6601 Hillcrest Ave.
Ste. B
Dallas TX 75205
United States",Wholesale,Christina Freberg,0.0,Net 30,SAMPLE PACK,sale,invoiced,Cotton Island,one,Wholesale,full
S04116,2025-04-02 16:02:08,2025-04-10 19:37:07,2025-04-02 16:02:25,2025-04-02 16:02:25,2025-04-03 16:00:00,"Sun Diego
1330 Specialty Dr.
suite A
Vista CA 92081
United States",Wholesale,Christina Freberg,0.0,Net 30,SAMPLE PACK,sale,invoiced,Sun Diego,one,Wholesale,full
S04115,2025-04-02 15:55:03,2025-04-03 17:13:37,2025-04-02 15:55:23,2025-04-02 15:55:23,2025-04-03 15:00:00,"Sun Diego
1330 Specialty Dr.
suite A
Vista CA 92081
United States",Wholesale,Christina Freberg,0.0,Net 30,SAMPLE PACK,sale,invoiced,Sun Diego,one,Wholesale,full
S04112,2025-04-01 22:40:35,2025-04-09 22:26:48,2025-04-01 22:00:00,2025-04-02 15:33:25,2025-04-04 22:00:00,"Mary Jane's
69-250 Waikoloa Beach Dr.  Unit C-7
Unit C-7
Waikoloa HI 96738
United States",Wholesale,Jada Claiborne,2614.52,Due on Ship,MARCH25_5%Promo,sale,invoiced,Mary Jane's,one,Wholesale,full
#UBRYV2G32A,2025-04-02 14:44:00,2025-04-02 15:40:16,2025-04-02 14:44:02,2025-04-02 14:44:02,2025-04-02 15:00:00,"947 W Kaisertown Rd

Montgomery NY 12549
United States",Faire,,38.6,30 Days,Faire,sale,invoiced,Body Confident Boutique,one,Faire,full
#87EZNABMU4,2025-04-02 14:43:48,2025-04-08 17:15:48,2025-04-02 14:43:59,2025-04-02 14:43:59,2025-04-08 16:00:00,"966 Douglas Avenue

Dunedin FL 34698
United States",Faire,,159.04,30 Days,Faire,sale,invoiced,The Edinburgh Fringe,one,Faire,full
#WYKCV34Z63,2025-04-02 04:45:43,2025-04-09 17:10:02,2025-04-02 04:45:43,2025-04-02 04:45:43,2025-04-08 12:59:59,"205 Maple Avenue

Cheshire CT 06410
United States",Faire,,24.97,30 Days,Faire,sale,invoiced,Laurie Acosta,one,Faire,full
#WPHJZB749T,2025-04-02 04:45:41,2025-04-11 20:51:15,2025-04-02 04:45:42,2025-04-02 04:45:42,2025-04-02 17:00:00,"205 Maple Avenue

Cheshire CT 06410
United States",Faire,,481.13,30 Days,Faire,sale,invoiced,Laurie Acosta,one,Faire,full
#T7UX6C5EH6,2025-04-02 04:45:40,2025-04-09 16:45:29,2025-04-02 04:45:41,2025-04-02 04:45:41,2025-04-07 12:59:59,"205 Maple Avenue

Cheshire CT 06410
United States",Faire,,18.43,30 Days,Faire,sale,invoiced,Laurie Acosta,one,Faire,full
