refund_id,order_id,created_at,processed_at,updated_at,total_refunded,refund_amount,sale_id,product_title,gross_returns,discounts_returned,shipping_returned,taxes_returned,return_fees,net_returns,total_returns
gid://shopify/Refund/969604726883,#450766,2025-01-13 18:33:41,2025-01-13 18:33:41,2025-01-13 18:33:41,8.66,8.66,#450766,Black Harem Pants,39.99,0.0,0.0,2.7,0.0,39.99,42.690000000000005
gid://shopify/Refund/969608134755,#450781,2025-01-13 18:46:12,2025-01-13 18:46:13,2025-01-13 18:46:13,0.0,0.0,#450781,Stone Baja Pullover,36.12,0.0,0.0,2.71,0.0,36.12,38.83
gid://shopify/Refund/969622913123,#450790,2025-01-13 19:32:42,2025-01-13 19:32:42,2025-01-13 19:32:42,0.0,0.0,#450790,Anti-Anxiety + Healing 4mm Metal Accent Necklace,26.4,0.0,0.0,0.0,0.0,26.4,26.4
gid://shopify/Refund/967872708707,#450806,2025-01-02 20:36:40,2025-01-02 20:36:40,2025-01-02 20:36:40,0.0,0.0,#450806,Vintage Wash Bondi Harem Pants,39.99,0.0,0.0,3.1,0.0,39.99,43.09
gid://shopify/Refund/968102477923,#450881,2025-01-03 21:56:30,2025-01-03 21:56:30,2025-01-03 21:56:30,0.0,0.0,#450881,Black Harem Pants,39.99,0.0,0.0,2.8,0.0,39.99,42.79
gid://shopify/Refund/967866712163,#450901,2025-01-02 20:24:20,2025-01-02 20:24:20,2025-01-02 20:24:20,38.55,38.55,#450901,Mystic Plum Harem Pants,39.99,0.0,0.0,2.9,0.0,39.99,42.89
gid://shopify/Refund/968104181859,#450923,2025-01-03 22:04:00,2025-01-03 22:04:00,2025-01-03 22:04:00,0.0,0.0,#450923,Vintage Wash Bondi Harem Pants,39.99,0.0,0.0,3.6,0.0,39.99,43.59
gid://shopify/Refund/970023010403,#450986,2025-01-15 23:15:48,2025-01-15 23:15:49,2025-01-15 23:15:49,39.35,39.35,#450986,Baja Harem Pants,39.99,0.0,0.0,3.7,0.0,39.99,43.690000000000005
gid://shopify/Refund/967857504355,#451001,2025-01-02 19:51:23,2025-01-02 19:51:23,2025-01-02 19:51:23,27.94,27.94,#451001,Nosara Harem Pants,32.0,0.0,0.0,0.0,0.0,32.0,32.0
gid://shopify/Refund/967858913379,#451048,2025-01-02 19:55:14,2025-01-02 19:55:14,2025-01-02 19:55:14,54.36,54.36,#451048,Sage Wide Leg Cotton Pants,54.99,0.0,0.0,3.71,0.0,54.99,58.7
gid://shopify/Refund/974065795171,#451072,2025-02-18 16:51:40,2025-02-18 16:51:40,2025-02-18 16:51:40,34.3,34.3,#451072,"Moon Dancer 3mm Metal Accent Bracelet, Shipped Green Carbon Neutral Shipment",26.439999999999998,0.0,0.0,1.56,0.0,26.439999999999998,27.999999999999996
gid://shopify/Refund/970783817827,#451084,2025-01-21 23:01:05,2025-01-21 23:01:06,2025-01-21 23:01:06,39.99,39.99,#451084,Playa Mia Harem Pants,39.99,0.0,0.0,0.0,0.0,39.99,39.99
gid://shopify/Refund/970783981667,#451084,2025-01-21 23:01:41,2025-01-21 23:01:42,2025-01-21 23:01:42,37.99,37.99,#451084,Pampa Point Harem Pants,37.99,0.0,0.0,0.0,0.0,37.99,37.99
gid://shopify/Refund/969931063395,#451113,2025-01-15 16:55:28,2025-01-15 16:55:28,2025-01-15 16:55:28,26.75,26.75,#451113,Palmetto Point Wide Leg Drawstring Pants,25.0,0.0,0.0,1.75,0.0,25.0,26.75
gid://shopify/Refund/971576180835,#451149,2025-01-27 23:25:38,2025-01-27 23:25:38,2025-01-27 23:25:38,60.63,60.63,#451149,Black Harem Pants Lounge Set,63.99,0.0,0.0,4.48,0.0,63.99,68.47
gid://shopify/Refund/967911473251,#451168,2025-01-02 23:00:41,2025-01-02 23:00:42,2025-01-02 23:00:42,0.0,0.0,#451168,Black Nomad Jumpsuit,62.99,0.0,0.0,0.0,0.0,62.99,62.99
gid://shopify/Refund/968491892835,#451190,2025-01-06 22:33:11,2025-01-06 22:33:11,2025-01-06 22:33:11,0.0,0.0,#451190,Baja Harem Pants,39.99,0.0,0.0,1.9,0.0,39.99,41.89
gid://shopify/Refund/971574607971,#451228,2025-01-27 23:16:12,2025-01-27 23:16:13,2025-01-27 23:16:13,8.21,8.21,#451228,"Nosara Harem Pants, Baja Harem Pants",79.98,0.0,0.0,6.2,0.0,79.98,86.18
gid://shopify/Refund/967866155107,#451245,2025-01-02 20:22:17,2025-01-02 20:22:17,2025-01-02 20:22:17,54.36,54.36,#451245,Sage Wide Leg Cotton Pants,54.99,0.0,0.0,3.71,0.0,54.99,58.7
gid://shopify/Refund/968485339235,#451294,2025-01-06 22:07:25,2025-01-06 22:07:26,2025-01-06 22:07:26,86.78,86.78,#451294,"Sage Boardwalk Romper, Pearl Hatha Long Sleeve Top",85.0,0.0,0.0,5.95,0.0,85.0,90.95
gid://shopify/Refund/974543618147,#451294,2025-02-21 17:54:49,2025-02-21 17:54:49,2025-02-21 17:54:49,18.19,18.19,#451294,Sanibel Beachcomber Anklet,17.0,0.0,0.0,1.19,0.0,17.0,18.19
gid://shopify/Refund/969597419619,#451423,2025-01-13 18:05:12,2025-01-13 18:05:13,2025-01-13 18:05:13,39.11,39.11,#451423,Baja Harem Pants,39.99,0.0,0.0,2.9,0.0,39.99,42.89
gid://shopify/Refund/969839312995,#451433,2025-01-14 22:58:59,2025-01-14 22:59:00,2025-01-14 22:59:00,29.34,29.34,#451433,Master Healer 3mm Healing Necklace,31.44,0.0,0.0,2.08,0.0,31.44,33.52
gid://shopify/Refund/969601187939,#451446,2025-01-13 18:19:59,2025-01-13 18:19:59,2025-01-13 18:19:59,38.65,38.65,#451446,Bondi Harem Pants,39.99,0.0,0.0,2.44,0.0,39.99,42.43
gid://shopify/Refund/969754935395,#451487,2025-01-14 16:07:07,2025-01-14 16:07:08,2025-01-14 16:07:08,0.0,0.0,#451487,Como Harem Pants,32.0,0.0,0.0,0.0,0.0,32.0,32.0
gid://shopify/Refund/972706676835,#451494,2025-02-05 16:35:21,2025-02-05 16:35:21,2025-02-05 16:35:21,127.15,127.15,#451494,"Mystery Harem Pants, Cosmic Teal Harem Pants, Mystic Plum Harem Pants, Celestial Grey Harem Pants",125.57000000000002,0.0,0.0,7.53,0.0,125.57000000000002,133.10000000000002
gid://shopify/Refund/968485732451,#451495,2025-01-06 22:08:45,2025-01-06 22:08:45,2025-01-06 22:08:45,38.05,38.05,#451495,Black Harem Pants,39.99,0.0,0.0,2.4,0.0,39.99,42.39
gid://shopify/Refund/974188347491,#451506,2025-02-19 16:21:24,2025-02-19 16:21:25,2025-02-19 16:21:25,69.55,69.55,#451506,"Onyx Hatha Long Sleeve Top, Black Harem Pants",76.5,0.0,0.0,0.0,0.0,76.5,76.5
gid://shopify/Refund/969412608099,#451510,2025-01-11 18:02:27,2025-01-11 18:02:27,2025-01-11 18:02:27,57.8,57.8,#451510,"Akha Tribal Print Wide Leg Drawstring Pants, Bondi Harem Pants",63.75,0.0,0.0,0.0,0.0,63.75,63.75
gid://shopify/Refund/969836036195,#451521,2025-01-14 22:45:52,2025-01-14 22:45:52,2025-01-14 22:45:52,110.24,110.24,#451521,"Sage Wide Leg Cotton Pants, Stone Cotton Cabana Pants",109.98,0.0,0.0,6.6,0.0,109.98,116.58
gid://shopify/Refund/970922655843,#451526,2025-01-22 21:17:20,2025-01-22 21:17:21,2025-01-22 21:17:21,0.0,0.0,#451526,"Sun Soaked Bracelet, Intuition + Inner Peace 4mm Healing Bracelet",40.989999999999995,0.0,0.0,2.87,0.0,40.989999999999995,43.85999999999999
gid://shopify/Refund/969916678243,#451551,2025-01-15 16:09:15,2025-01-15 16:09:15,2025-01-15 16:09:15,38.64,38.64,#451551,Akha Tribal Print Harem Pants,39.99,0.0,0.0,2.8,0.0,39.99,42.79
gid://shopify/Refund/967815757923,#451562,2025-01-02 17:41:43,2025-01-02 17:41:43,2025-01-02 17:41:43,38.61,38.61,#451562,Onyx Marble Cropped Yin Scoop Neck Top,39.99,0.0,0.0,2.8,0.0,39.99,42.79
gid://shopify/Refund/967820083299,#451568,2025-01-02 18:00:37,2025-01-02 18:00:37,2025-01-02 18:00:37,27.93,27.93,#451568,Mystic Plum Harem Pants,31.99,0.0,0.0,0.0,0.0,31.99,31.99
gid://shopify/Refund/974066581603,#451605,2025-02-18 16:56:00,2025-02-18 16:56:00,2025-02-18 16:56:00,26.77,26.77,#451605,Master Healer 4mm Healing Bracelet,19.19,0.0,0.0,1.25,0.0,19.19,20.44
gid://shopify/Refund/968487043171,#451641,2025-01-06 22:14:10,2025-01-06 22:14:10,2025-01-06 22:14:10,35.84,35.84,#451641,Aguadilla Harem Pants,39.99,0.0,0.0,0.0,0.0,39.99,39.99
gid://shopify/Refund/970181410915,#451763,2025-01-16 22:22:20,2025-01-16 22:22:21,2025-01-16 22:22:21,22.93,22.93,#451763,Sahara Shorts,25.6,0.0,0.0,1.16,0.0,25.6,26.76
gid://shopify/Refund/974588117091,#451811,2025-02-22 00:09:04,2025-02-22 00:09:04,2025-02-22 00:09:04,54.07,54.07,#451811,Master Healer Satellite Necklace,39.99,0.0,0.0,3.7,0.0,39.99,43.690000000000005
gid://shopify/Refund/969834135651,#451981,2025-01-14 22:37:25,2025-01-14 22:37:25,2025-01-14 22:37:25,102.69,102.69,#451981,"Pearl Vinyasa Tank, Yao Tribal Print Lounge Set",104.0,0.0,0.0,3.84,0.0,104.0,107.84
gid://shopify/Refund/968194424931,#451985,2025-01-04 17:35:58,2025-01-04 17:35:58,2025-01-04 17:35:58,26.05,26.05,#451985,Bondi Harem Pants,32.0,0.0,0.0,0.0,0.0,32.0,32.0
gid://shopify/Refund/970783391843,#452015,2025-01-21 22:57:59,2025-01-21 22:57:59,2025-01-21 22:57:59,0.0,0.0,#452015,Yao Tribal Print Harem Pants,39.99,0.0,0.0,3.8,0.0,39.99,43.79
gid://shopify/Refund/971724947555,#452034,2025-01-28 22:00:20,2025-01-28 22:00:21,2025-01-28 22:00:21,29.21,29.21,#452034,Palmetto Point Wide Leg Drawstring Pants,31.24,0.0,0.0,1.88,0.0,31.24,33.12
gid://shopify/Refund/970787684451,#452068,2025-01-21 23:23:37,2025-01-21 23:23:37,2025-01-21 23:23:37,29.85,29.85,#452068,Bondi Pants Lounge Set,79.99,0.0,0.0,0.0,0.0,79.99,79.99
gid://shopify/Refund/967873790051,#452088,2025-01-02 20:41:41,2025-01-02 20:41:41,2025-01-02 20:41:41,33.84,33.84,#452088,Deep Teal Harem Pants,34.0,0.0,0.0,3.49,0.0,34.0,37.49
gid://shopify/Refund/970337189987,#452128,2025-01-17 22:31:47,2025-01-17 22:31:47,2025-01-17 22:31:47,0.0,0.0,#452128,"Yao Tribal Print Harem Pants, Akha Tribal Print Harem Pants",67.98,0.0,0.0,4.76,0.0,67.98,72.74000000000001
gid://shopify/Refund/969839050851,#452130,2025-01-14 22:58:26,2025-01-14 22:58:26,2025-01-14 22:58:26,31.86,31.86,#452130,Master Healer 2mm Metal Accent Healing Necklace,34.0,0.0,0.0,2.04,0.0,34.0,36.04
gid://shopify/Refund/970924392547,#452137,2025-01-22 21:24:33,2025-01-22 21:24:33,2025-01-22 21:24:33,134.37,134.37,#452137,"Mystic Plum Harem Pants, Cosmic Teal Harem Pants, Yao Tribal Print Lounge Set",128.0,0.0,0.0,11.68,0.0,128.0,139.68
gid://shopify/Refund/969918283875,#452144,2025-01-15 16:13:38,2025-01-15 16:13:38,2025-01-15 16:13:38,55.95,55.95,#452144,Cream Wide Leg Cotton Pants,54.99,0.0,0.0,4.74,0.0,54.99,59.730000000000004
gid://shopify/Refund/969754771555,#452148,2025-01-14 16:06:17,2025-01-14 16:06:17,2025-01-14 16:06:17,37.89,37.89,#452148,Black Harem Pants,39.99,0.0,0.0,1.8,0.0,39.99,41.79
gid://shopify/Refund/968489664611,#452184,2025-01-06 22:23:42,2025-01-06 22:23:42,2025-01-06 22:23:42,35.65,35.65,#452184,Como Harem Pants,39.99,0.0,0.0,0.0,0.0,39.99,39.99
gid://shopify/Refund/967805665379,#452244,2025-01-02 17:01:01,2025-01-02 17:01:01,2025-01-02 17:01:01,28.02,28.02,#452244,Akha Tribal Print Harem Pants,30.1,0.0,0.0,2.26,0.0,30.1,32.36
gid://shopify/Refund/967908163683,#452245,2025-01-02 22:40:41,2025-01-02 22:40:41,2025-01-02 22:40:41,0.0,0.0,#452245,Pearl Full Length Yin Scoop Neck Top,34.4,0.0,0.0,1.89,0.0,34.4,36.29
gid://shopify/Refund/972707004515,#452264,2025-02-05 16:37:25,2025-02-05 16:37:25,2025-02-05 16:37:25,34.41,34.41,#452264,Bermuda Harem Pants,37.99,0.0,0.0,2.37,0.0,37.99,40.36
gid://shopify/Refund/969919299683,#452290,2025-01-15 16:16:50,2025-01-15 16:16:51,2025-01-15 16:16:51,0.0,0.0,#452290,"Black Harem Pants, Como Harem Pants",67.98,0.0,0.0,0.0,0.0,67.98,67.98
gid://shopify/Refund/971484037219,#452293,2025-01-27 16:40:18,2025-01-27 16:40:18,2025-01-27 16:40:18,0.0,0.0,#452293,Master Healer 3mm Healing Necklace,29.6,0.0,0.0,1.85,0.0,29.6,31.450000000000003
gid://shopify/Refund/967873396835,#452296,2025-01-02 20:39:46,2025-01-02 20:39:46,2025-01-02 20:39:46,34.47,34.47,#452296,"Pearl Hatha Long Sleeve Top, Black Harem Pants Lounge Set, Pearl Full Length Yin Scoop Neck Top",138.4,0.0,0.0,0.0,0.0,138.4,138.4
gid://shopify/Refund/967880179811,#452312,2025-01-02 21:06:20,2025-01-02 21:06:20,2025-01-02 21:06:20,116.0,116.0,#452312,Master Healer 6mm Healing Bracelet,116.0,0.0,0.0,0.0,0.0,116.0,116.0
gid://shopify/Refund/968102412387,#452314,2025-01-03 21:56:17,2025-01-03 21:56:18,2025-01-03 21:56:18,66.93,66.93,#452314,Yao Tribal Print Lounge Set,68.0,0.0,0.0,4.08,0.0,68.0,72.08
gid://shopify/Refund/968105427043,#452336,2025-01-03 22:09:07,2025-01-03 22:09:07,2025-01-03 22:09:07,63.65,63.65,#452336,Yao Tribal Print Lounge Set,64.0,0.0,0.0,4.8,0.0,64.0,68.8
gid://shopify/Refund/969592537187,#452363,2025-01-13 17:50:14,2025-01-13 17:50:14,2025-01-13 17:50:14,27.66,27.66,#452363,Akha Tribal Print Harem Pants,32.0,0.0,0.0,0.0,0.0,32.0,32.0
gid://shopify/Refund/967806025827,#452371,2025-01-02 17:03:00,2025-01-02 17:03:00,2025-01-02 17:03:00,8.48,8.48,#452371,Sage Cotton Cabana Pants,41.25,0.0,0.0,0.0,0.0,41.25,41.25
gid://shopify/Refund/967682588771,#452421,2025-01-01 06:44:03,2025-01-01 06:44:03,2025-01-01 06:44:03,126.09,126.09,#452421,"Deep Teal Harem Pants, Black Harem Pants",72.58,0.0,0.0,7.26,0.0,72.58,79.84
gid://shopify/Refund/971736645731,#452447,2025-01-28 22:57:57,2025-01-28 22:57:57,2025-01-28 22:57:57,16.74,16.74,#452447,Divine Healer 4mm Healing Bracelet,15.57,0.0,0.0,1.17,0.0,15.57,16.740000000000002
gid://shopify/Refund/970784997475,#452450,2025-01-21 23:08:10,2025-01-21 23:08:10,2025-01-21 23:08:10,241.44,241.44,#452450,"Black Harem Pants Lounge Set, Tidal Daydreamer Top + Harem Pants Set, Mumbai Lounge Set",232.96999999999997,0.0,0.0,16.310000000000002,0.0,232.96999999999997,249.27999999999997
gid://shopify/Refund/967909146723,#452459,2025-01-02 22:45:14,2025-01-02 22:45:14,2025-01-02 22:45:14,114.52,114.52,#452459,"Biscay Bay Harem Pants, Black Harem Pants, Amazonite Harem Pants",108.03999999999999,0.0,0.0,6.4799999999999995,0.0,108.03999999999999,114.52
gid://shopify/Refund/971841372259,#452461,2025-01-29 16:55:23,2025-01-29 16:55:24,2025-01-29 16:55:24,19.86,19.86,#452461,Inkwell Full Length Yin Scoop Neck Top,24.07,0.0,0.0,1.74,0.0,24.07,25.81
gid://shopify/Refund/971908677731,#452461,2025-01-29 22:53:39,2025-01-29 22:53:39,2025-01-29 22:53:39,38.71,38.71,#452461,Pearl Hatha Long Sleeve Top,39.99,0.0,0.0,2.9,0.0,39.99,42.89
gid://shopify/Refund/969947349091,#452463,2025-01-15 17:52:52,2025-01-15 17:52:52,2025-01-15 17:52:52,0.0,0.0,#452463,"Mystic Plum Harem Pants, Seven Chakras Harem Pants",64.0,0.0,0.0,4.8,0.0,64.0,68.8
gid://shopify/Refund/972714606691,#452469,2025-02-05 17:18:08,2025-02-05 17:18:08,2025-02-05 17:18:08,39.3,39.3,#452469,"Rainforest Harem Pants, Shipped Green Carbon Neutral Shipment",30.44,0.0,0.0,2.4299999999999997,0.0,30.44,32.870000000000005
gid://shopify/Refund/967821623395,#452502,2025-01-02 18:06:22,2025-01-02 18:06:22,2025-01-02 18:06:22,81.86,81.86,#452502,"Stone Cotton Castaway Pants, Espresso Wide Leg Cotton Pants",83.99000000000001,0.0,0.0,3.3600000000000003,0.0,83.99000000000001,87.35000000000001
gid://shopify/Refund/968987639907,#452513,2025-01-09 04:18:23,2025-01-09 04:18:23,2025-01-09 04:18:23,97.87,97.87,#452513,"Master Healer Satellite Necklace, Master Healer 2mm Metal Accent Healing Necklace",79.98,0.0,0.0,3.36,0.0,79.98,83.34
gid://shopify/Refund/968410759267,#452548,2025-01-06 17:39:05,2025-01-06 17:39:06,2025-01-06 17:39:06,79.57,79.57,#452548,"Seaside Spice Baja Pullover, Seaside Spice Wide Leg Cotton Pants",85.52000000000001,0.0,0.0,0.0,0.0,85.52000000000001,85.52000000000001
gid://shopify/Refund/969755132003,#452562,2025-01-14 16:07:48,2025-01-14 16:07:49,2025-01-14 16:07:49,0.0,0.0,#452562,Akha Tribal Print Harem Pants,33.99,0.0,0.0,2.16,0.0,33.99,36.150000000000006
gid://shopify/Refund/971575787619,#452600,2025-01-27 23:24:15,2025-01-27 23:24:15,2025-01-27 23:24:15,0.0,0.0,#452600,Spiritual Healer 4mm Metal Accent Healing Bracelet,24.0,0.0,0.0,1.86,0.0,24.0,25.86
gid://shopify/Refund/972910592099,#452628,2025-02-06 22:47:27,2025-02-06 22:47:27,2025-02-06 22:47:27,36.31,36.31,#452628,Master Healer 3mm Healing Necklace,36.99,0.0,0.0,3.14,0.0,36.99,40.13
gid://shopify/Refund/970866327651,#452642,2025-01-22 16:51:06,2025-01-22 16:51:06,2025-01-22 16:51:06,36.44,36.44,#452642,Tidal Harem Pants,39.99,0.0,0.0,2.4,0.0,39.99,42.39
gid://shopify/Refund/973095993443,#452683,2025-02-08 18:16:20,2025-02-08 18:16:20,2025-02-08 18:16:20,36.44,36.44,#452683,Celestial Grey Harem Pants,39.99,0.0,0.0,2.4,0.0,39.99,42.39
gid://shopify/Refund/969938698339,#452686,2025-01-15 17:19:50,2025-01-15 17:19:50,2025-01-15 17:19:50,62.14,62.14,#452686,"Como Harem Pants, Akha Tribal Print Harem Pants",68.0,0.0,0.0,0.0,0.0,68.0,68.0
gid://shopify/Refund/969599778915,#452731,2025-01-13 18:12:28,2025-01-13 18:12:29,2025-01-13 18:12:29,79.99,79.99,#452731,Black Harem Pants Lounge Set,79.99,0.0,0.0,0.0,0.0,79.99,79.99
gid://shopify/Refund/968642003043,#452775,2025-01-07 18:28:44,2025-01-07 18:28:44,2025-01-07 18:28:44,23.77,23.77,#452775,Mystery Harem Pants,27.77,0.0,0.0,1.95,0.0,27.77,29.72
gid://shopify/Refund/968103886947,EXC#443409,2025-01-03 22:03:10,2025-01-03 22:03:10,2025-01-03 22:03:10,0.0,0.0,EXC#443409,Vintage Wash Bondi Harem Pants,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gid://shopify/Refund/967863205987,#452868,2025-01-02 20:10:04,2025-01-02 20:10:05,2025-01-02 20:10:05,77.75,77.75,#452868,Black Harem Pants Lounge Set,79.99,0.0,0.0,5.6,0.0,79.99,85.58999999999999
gid://shopify/Refund/970337157219,EXC#443557,2025-01-17 22:31:32,2025-01-17 22:31:32,2025-01-17 22:31:32,0.0,0.0,EXC#443557,Sage Wide Leg Cotton Pants,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gid://shopify/Refund/967913734243,#452878,2025-01-02 23:13:25,2025-01-02 23:13:26,2025-01-02 23:13:26,0.0,0.0,#452878,Como Harem Pants,39.99,0.0,0.0,2.54,0.0,39.99,42.53
gid://shopify/Refund/968190197859,#452903,2025-01-04 17:07:20,2025-01-04 17:07:21,2025-01-04 17:07:21,30.42,30.42,#452903,Akha Tribal Print Harem Pants,33.99,0.0,0.0,2.38,0.0,33.99,36.370000000000005
gid://shopify/Refund/968484061283,#452919,2025-01-06 22:00:45,2025-01-06 22:00:45,2025-01-06 22:00:45,38.41,38.41,#452919,Bondi Harem Pants,39.99,0.0,0.0,2.48,0.0,39.99,42.47
gid://shopify/Refund/968102936675,#452923,2025-01-03 21:58:56,2025-01-03 21:58:56,2025-01-03 21:58:56,0.0,0.0,#452923,Black Harem Pants,39.99,0.0,0.0,2.05,0.0,39.99,42.04
gid://shopify/Refund/969753428067,#452960,2025-01-14 16:00:07,2025-01-14 16:00:07,2025-01-14 16:00:07,7.84,7.84,#452960,"Lahu Tribal Print Harem Pants, Como Harem Pants, Nosara Harem Pants",7.84,0.0,0.0,0.0,0.0,7.84,7.84
gid://shopify/Refund/970701930595,#452978,2025-01-21 15:43:00,2025-01-21 15:43:01,2025-01-21 15:43:01,35.65,35.65,#452978,Como Harem Pants,39.99,0.0,0.0,0.0,0.0,39.99,39.99
gid://shopify/Refund/967873593443,#452995,2025-01-02 20:41:01,2025-01-02 20:41:01,2025-01-02 20:41:01,57.36,57.36,#452995,"Santa Barbara Island Harem Pants, Black Harem Pants",60.09,0.0,0.0,3.6100000000000003,0.0,60.09,63.7
gid://shopify/Refund/969594863715,#453022,2025-01-13 17:56:42,2025-01-13 17:56:43,2025-01-13 17:56:43,54.75,54.75,#453022,"Slate Vinyasa Tank, Periwinkle Wide Leg Cotton Pants",58.1,0.0,0.0,2.6,0.0,58.1,60.7
gid://shopify/Refund/969250537571,EXC#451932,2025-01-10 17:00:07,2025-01-10 17:00:07,2025-01-10 17:00:07,0.0,0.0,EXC#451932,"Compassion Healing 4mm Bracelet, Divine Healer 4mm Healing Bracelet, Master Healer 4mm Healing Bracelet",0.0,0.0,0.0,0.0,0.0,0.0,0.0
gid://shopify/Refund/968487829603,#453045,2025-01-06 22:15:58,2025-01-06 22:15:58,2025-01-06 22:15:58,66.12,66.12,#453045,"Black Wide Leg Drawstring Pants, Deep Teal Wide Leg Drawstring Pants",71.98,0.0,0.0,0.0,0.0,71.98,71.98
gid://shopify/Refund/969757196387,#453089,2025-01-14 16:19:38,2025-01-14 16:19:39,2025-01-14 16:19:39,0.0,0.0,#453089,Como Harem Pants,39.99,0.0,0.0,0.0,0.0,39.99,39.99
gid://shopify/Refund/969751560291,#453154,2025-01-14 15:53:31,2025-01-14 15:53:31,2025-01-14 15:53:31,84.86,84.86,#453154,"Aquamarine Vinyasa Tank, White Boyfriend Button Up",84.0,0.0,0.0,5.04,0.0,84.0,89.04
gid://shopify/Refund/968101134435,#453232,2025-01-03 21:51:44,2025-01-03 21:51:44,2025-01-03 21:51:44,0.0,0.0,#453232,Black Wide Leg Drawstring Pants,36.0,0.0,0.0,0.0,0.0,36.0,36.0
gid://shopify/Refund/967910522979,#453251,2025-01-02 22:53:34,2025-01-02 22:53:34,2025-01-02 22:53:34,0.0,0.0,#453251,Mumbai Harem Pants,39.99,0.0,0.0,3.6,0.0,39.99,43.59
gid://shopify/Refund/969841148003,#453255,2025-01-14 23:06:20,2025-01-14 23:06:20,2025-01-14 23:06:20,76.04,76.04,#453255,"Nosara Harem Pants, Como Harem Pants",79.98,0.0,0.0,2.4,0.0,79.98,82.38000000000001
gid://shopify/Refund/968484159587,#453336,2025-01-06 22:01:23,2025-01-06 22:01:23,2025-01-06 22:01:23,42.41,42.41,#453336,Stone Cotton Cabana Pants,46.75,0.0,0.0,0.0,0.0,46.75,46.75
gid://shopify/Refund/970787586147,#453370,2025-01-21 23:23:16,2025-01-21 23:23:16,2025-01-21 23:23:16,23.29,23.29,#453370,"Inkwell Full Length Yin Scoop Neck Top, Black Boyfriend Button Up",55.08,0.0,0.0,5.1,0.0,55.08,60.18
gid://shopify/Refund/967913242723,#453414,2025-01-02 23:09:51,2025-01-02 23:09:51,2025-01-02 23:09:51,0.0,0.0,#453414,Pearl Vinyasa Tank,42.48,0.0,0.0,3.19,0.0,42.48,45.669999999999995
gid://shopify/Refund/973524697187,#453418,2025-02-12 18:05:45,2025-02-12 18:05:46,2025-02-12 18:05:46,65.05,65.05,#453418,"Como Harem Pants, Sage Baja Pullover",72.0,0.0,0.0,0.0,0.0,72.0,72.0
gid://shopify/Refund/969837543523,#453437,2025-01-14 22:51:12,2025-01-14 22:51:12,2025-01-14 22:51:12,0.0,0.0,#453437,Black Harem Pants,29.99,0.0,0.0,0.0,0.0,29.99,29.99
gid://shopify/Refund/969839673443,#453437,2025-01-14 23:00:14,2025-01-14 23:00:14,2025-01-14 23:00:14,0.0,0.0,#453437,Como Harem Pants,39.99,0.0,0.0,0.0,0.0,39.99,39.99
gid://shopify/Refund/969839706211,#453437,2025-01-14 23:00:24,2025-01-14 23:00:24,2025-01-14 23:00:24,0.0,0.0,#453437,Akha Tribal Print Harem Pants,39.99,0.0,0.0,0.0,0.0,39.99,39.99
gid://shopify/Refund/968490516579,#453451,2025-01-06 22:28:21,2025-01-06 22:28:21,2025-01-06 22:28:21,42.74,42.74,#453451,Aqua Cotton Cabana Pants,44.0,0.0,0.0,3.08,0.0,44.0,47.08
gid://shopify/Refund/971821449315,#453454,2025-01-29 15:18:20,2025-01-29 15:18:20,2025-01-29 15:18:20,0.0,0.0,#453454,Onyx Marble Cropped Yin Scoop Neck Top,32.0,0.0,0.0,0.0,0.0,32.0,32.0
gid://shopify/Refund/970023927907,#453477,2025-01-15 23:22:03,2025-01-15 23:22:03,2025-01-15 23:22:03,35.65,35.65,#453477,Vintage Wash Bondi Harem Pants,39.99,0.0,0.0,0.0,0.0,39.99,39.99
gid://shopify/Refund/967827423331,#453541,2025-01-02 18:24:08,2025-01-02 18:24:08,2025-01-02 18:24:08,35.93,35.93,#453541,Amazonite Harem Pants,39.99,0.0,0.0,0.0,0.0,39.99,39.99
gid://shopify/Refund/969081454691,#453544,2025-01-09 18:40:29,2025-01-09 18:40:29,2025-01-09 18:40:29,39.99,39.99,#453544,Seven Chakras Harem Pants,39.99,0.0,0.0,0.0,0.0,39.99,39.99
gid://shopify/Refund/969967796323,#453569,2025-01-15 19:13:17,2025-01-15 19:13:17,2025-01-15 19:13:17,0.0,0.0,#453569,Mumbai Lounge Set,69.99,0.0,0.0,4.9,0.0,69.99,74.89
gid://shopify/Refund/970923245667,#453590,2025-01-22 21:20:07,2025-01-22 21:20:07,2025-01-22 21:20:07,30.18,30.18,#453590,Santa Barbara Island Harem Pants,32.0,0.0,0.0,2.24,0.0,32.0,34.24
gid://shopify/Refund/968487239779,#453622,2025-01-06 22:14:52,2025-01-06 22:14:52,2025-01-06 22:14:52,67.72,67.72,#453622,"Baja Harem Pants, Seven Chakras Harem Pants",67.98,0.0,0.0,5.609999999999999,0.0,67.98,73.59
gid://shopify/Refund/968105689187,#453653,2025-01-03 22:11:18,2025-01-03 22:11:18,2025-01-03 22:11:18,91.04,91.04,#453653,"Black Harem Pants, Onyx Vinyasa Tank",89.98,0.0,0.0,5.4,0.0,89.98,95.38000000000001
gid://shopify/Refund/971915853923,#453709,2025-01-29 23:39:17,2025-01-29 23:39:17,2025-01-29 23:39:17,0.0,0.0,#453709,Deep Teal Harem Pants,39.99,0.0,0.0,0.0,0.0,39.99,39.99
